,Unnamed: 0,age,workclass,fnlgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
27635,27635,61,Private,79827,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K
16904,16904,29,Self-emp-inc,241431,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,>50K
773,773,37,Private,280282,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,24,United-States,>50K
3837,3837,49,Private,83444,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K
9594,9594,63,State-gov,109735,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
25053,25053,55,Federal-gov,146477,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
22417,22417,59,Private,138370,10th,6,Married-spouse-absent,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,40,India,<=50K
16342,16342,57,Private,262642,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K
26222,26222,21,Private,202373,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,<=50K
23078,23078,23,Private,165064,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
277,277,35,Private,190174,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
1263,1263,73,Private,29778,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,37,United-States,<=50K
14671,14671,58,Private,316000,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
28963,28963,33,Private,339482,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
8790,8790,57,Private,200453,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
19119,19119,42,Private,198316,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,35,United-States,<=50K
28482,28482,37,Private,193952,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,40,unknown,<=50K
7871,7871,24,Private,112854,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,16,United-States,<=50K
19633,19633,25,Private,176836,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,60,United-States,<=50K
27959,27959,31,Private,319146,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,>50K
8136,8136,52,Self-emp-not-inc,162381,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,40,United-States,<=50K
18631,18631,58,Private,145574,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
18873,18873,43,Private,462180,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K
22182,22182,55,Private,160362,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
11621,11621,49,Local-gov,184428,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
3934,3934,53,Private,103950,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
29559,29559,27,Private,178688,Assoc-voc,11,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,<=50K
5624,5624,43,Private,198203,Some-college,10,Married-spouse-absent,Other-service,Not-in-family,Black,Female,40,United-States,<=50K
18098,18098,25,Private,243786,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,37,United-States,<=50K
29816,29816,21,Private,417668,Some-college,10,Never-married,Other-service,Own-child,White,Male,20,United-States,<=50K
30224,30224,18,Private,251923,11th,7,Never-married,Sales,Own-child,White,Female,15,United-States,<=50K
9065,9065,48,Private,162096,9th,5,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,45,China,<=50K
20425,20425,70,unknown,207627,HS-grad,9,Married-civ-spouse,unknown,Husband,White,Male,24,United-States,<=50K
28247,28247,19,Private,256979,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,35,United-States,<=50K
1660,1660,49,Local-gov,107231,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
9198,9198,35,Private,150217,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,24,Poland,<=50K
29071,29071,29,Private,214702,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,35,United-States,<=50K
29050,29050,36,Private,98515,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,Female,40,United-States,<=50K
6883,6883,33,Private,222654,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
14005,14005,45,Private,160647,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,>50K
14843,14843,33,Private,159888,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
12010,12010,41,Local-gov,133692,Bachelors,13,Divorced,Protective-serv,Unmarried,White,Female,40,United-States,<=50K
19852,19852,77,Self-emp-inc,84979,Doctorate,16,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,>50K
15927,15927,65,Private,185001,10th,6,Widowed,Sales,Not-in-family,White,Female,20,United-States,<=50K
17695,17695,62,Self-emp-inc,354075,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
26455,26455,39,Private,234901,Assoc-acdm,12,Separated,Adm-clerical,Unmarried,White,Male,40,United-States,<=50K
21724,21724,42,Private,78765,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K
18082,18082,20,Private,219122,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K
8304,8304,25,Private,212800,Some-college,10,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K
27487,27487,51,Local-gov,96190,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
17998,17998,47,Private,166181,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,48,United-States,>50K
19928,19928,61,Private,175331,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
8513,8513,18,Private,39529,12th,8,Never-married,Other-service,Own-child,White,Female,32,United-States,<=50K
20195,20195,18,Private,210574,HS-grad,9,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K
7698,7698,33,Private,452924,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,40,Mexico,<=50K
27792,27792,30,Private,39386,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,99,United-States,<=50K
12709,12709,63,Private,237620,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K
9655,9655,57,Private,121821,1st-4th,2,Married-civ-spouse,Other-service,Husband,Other,Male,40,Dominican-Republic,<=50K
15955,15955,47,Local-gov,198660,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
26751,26751,34,Private,195488,HS-grad,9,Separated,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
2469,2469,39,Self-emp-not-inc,237532,HS-grad,9,Married-civ-spouse,Sales,Wife,Black,Female,54,Dominican-Republic,>50K
18069,18069,36,Private,174938,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
26633,26633,34,Private,287737,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K
2007,2007,24,Private,296045,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,38,United-States,<=50K
31155,31155,50,Private,128814,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,25,United-States,<=50K
21118,21118,25,Private,209286,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
14606,14606,71,State-gov,100063,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,<=50K
27987,27987,39,Private,180667,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K
17496,17496,36,Private,127686,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,37,United-States,<=50K
24865,24865,58,Private,97562,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,38,United-States,<=50K
32467,32467,33,Private,63079,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
28554,28554,26,Local-gov,205570,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
21898,21898,39,Private,261504,12th,8,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
2802,2802,35,Private,190895,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K
25108,25108,21,Private,176178,Some-college,10,Never-married,Sales,Own-child,White,Female,16,United-States,<=50K
1226,1226,36,Private,354078,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K
31525,31525,42,Private,152676,HS-grad,9,Divorced,Exec-managerial,Own-child,White,Male,40,United-States,<=50K
20438,20438,37,Private,344480,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,65,United-States,<=50K
28691,28691,22,Private,141028,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,30,United-States,<=50K
14870,14870,25,Federal-gov,339956,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,United-States,<=50K
7957,7957,49,Private,165152,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,>50K
5229,5229,52,Private,202930,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K
20457,20457,25,Private,109080,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,55,United-States,<=50K
2462,2462,64,Private,319371,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
1974,1974,33,Private,217235,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,20,United-States,<=50K
5331,5331,35,Private,215310,11th,7,Divorced,Handlers-cleaners,Other-relative,White,Male,40,United-States,<=50K
29918,29918,66,Self-emp-inc,102663,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K
27434,27434,20,Private,170091,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,10,United-States,<=50K
23599,23599,31,Private,175509,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K
4270,4270,52,Federal-gov,129177,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
5387,5387,42,Self-emp-not-inc,207392,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,12,United-States,<=50K
22574,22574,45,Local-gov,192684,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,38,United-States,<=50K
27819,27819,24,Private,91999,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,20,United-States,<=50K
26375,26375,33,Private,131934,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,45,United-States,<=50K
21993,21993,28,Private,167336,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,United-States,>50K
17875,17875,50,unknown,281504,Some-college,10,Married-civ-spouse,unknown,Husband,White,Male,40,United-States,<=50K
25174,25174,51,Private,316059,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,36,United-States,<=50K
25019,25019,33,unknown,211699,Some-college,10,Divorced,unknown,Unmarried,White,Female,40,United-States,<=50K
27408,27408,41,State-gov,29324,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,45,United-States,<=50K
12345,12345,34,Private,176244,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K
30840,30840,55,Self-emp-not-inc,105582,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K
11017,11017,49,Private,323798,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K
7767,7767,28,Private,136077,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
2725,2725,28,Private,355259,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K
4483,4483,43,Private,416338,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,50,United-States,<=50K
11925,11925,44,Private,120277,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,38,United-States,>50K
11748,11748,54,Private,326156,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
11131,11131,32,Private,112137,Preschool,1,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,40,Cambodia,<=50K
749,749,46,State-gov,193047,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,37,United-States,<=50K
15765,15765,27,Private,37088,9th,5,Never-married,Other-service,Own-child,White,Male,30,United-States,<=50K
12599,12599,39,Private,185053,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
8540,8540,35,State-gov,349066,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K
11588,11588,27,unknown,157624,HS-grad,9,Separated,unknown,Other-relative,White,Female,40,United-States,<=50K
19697,19697,22,unknown,255969,12th,8,Never-married,unknown,Not-in-family,White,Male,48,United-States,<=50K
1025,1025,56,Private,169133,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,50,Yugoslavia,<=50K
47,47,44,Private,128354,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
22343,22343,19,Private,69182,Some-college,10,Never-married,Other-service,Own-child,White,Female,27,United-States,<=50K
811,811,22,unknown,219941,Some-college,10,Never-married,unknown,Own-child,Black,Male,40,United-States,<=50K
19979,19979,38,Self-emp-inc,299036,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K
10622,10622,48,Self-emp-inc,191277,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
2681,2681,55,Private,255364,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
20570,20570,42,Private,344624,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,>50K
1555,1555,44,Private,139338,12th,8,Divorced,Transport-moving,Unmarried,Black,Male,40,United-States,<=50K
10019,10019,18,Private,123343,11th,7,Never-married,Sales,Not-in-family,White,Female,30,United-States,<=50K
23704,23704,44,Private,173682,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
11021,11021,45,Private,264526,Assoc-acdm,12,Divorced,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K
4570,4570,58,Private,233193,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,27,United-States,<=50K
18416,18416,43,Private,90582,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
11663,11663,24,Private,201680,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,60,United-States,<=50K
21866,21866,37,Private,176073,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K
27316,27316,37,Private,138940,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
11177,11177,52,Private,189728,HS-grad,9,Separated,Priv-house-serv,Not-in-family,White,Female,50,United-States,<=50K
12602,12602,27,Private,66473,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
21621,21621,35,State-gov,225385,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
21894,21894,23,Self-emp-not-inc,409230,1st-4th,2,Married-civ-spouse,Sales,Other-relative,White,Male,40,United-States,<=50K
1717,1717,41,Private,233955,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,45,China,>50K
12712,12712,28,Private,224506,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,40,unknown,<=50K
32491,32491,66,Federal-gov,47358,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
12803,12803,39,Self-emp-not-inc,134475,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K
29475,29475,20,Private,227491,HS-grad,9,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,25,United-States,<=50K
23858,23858,40,Private,130760,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,<=50K
20363,20363,28,Private,365411,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,42,United-States,<=50K
13069,13069,28,Self-emp-not-inc,398918,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,>50K
14550,14550,19,Self-emp-not-inc,342384,11th,7,Married-civ-spouse,Craft-repair,Own-child,White,Male,55,United-States,<=50K
19182,19182,27,Private,130438,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
19382,19382,30,Private,236861,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,<=50K
29759,29759,48,Federal-gov,166634,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
12826,12826,81,Private,201398,Masters,14,Widowed,Prof-specialty,Unmarried,White,Male,60,unknown,<=50K
30521,30521,27,Private,246974,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
5120,5120,34,Private,45522,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K
24134,24134,21,unknown,140012,Some-college,10,Never-married,unknown,Own-child,White,Male,20,United-States,<=50K
804,804,17,Private,193830,11th,7,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K
6088,6088,34,Private,304872,9th,5,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
10173,10173,37,Private,242713,12th,8,Separated,Priv-house-serv,Unmarried,Black,Female,40,United-States,<=50K
20687,20687,33,Private,37232,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,80,United-States,<=50K
25433,25433,29,Private,112403,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,35,United-States,<=50K
28658,28658,37,Private,184556,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,40,United-States,<=50K
20061,20061,46,Private,358585,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,>50K
30914,30914,54,Private,154949,11th,7,Married-civ-spouse,Other-service,Wife,Black,Female,40,United-States,>50K
5738,5738,31,Private,273818,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,55,Mexico,<=50K
317,317,22,Private,399087,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,40,Mexico,<=50K
21506,21506,31,Private,288566,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,43,United-States,>50K
25450,25450,56,Self-emp-inc,109856,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
32163,32163,52,Self-emp-not-inc,283079,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K
19148,19148,27,Private,145284,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K
27510,27510,34,Private,173495,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,>50K
18217,18217,31,Private,291702,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
19272,19272,59,Private,97168,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
26889,26889,46,Private,149388,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
12093,12093,21,Private,104981,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,48,United-States,<=50K
16100,16100,48,Private,118158,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,44,United-States,<=50K
26875,26875,22,Private,205970,10th,6,Separated,Other-service,Unmarried,White,Female,35,United-States,<=50K
28508,28508,27,Private,132805,10th,6,Never-married,Sales,Other-relative,White,Male,40,United-States,<=50K
5930,5930,20,Local-gov,325493,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,<=50K
19025,19025,44,Private,118550,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,33,United-States,<=50K
27138,27138,30,Private,247156,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,40,United-States,<=50K
25230,25230,24,State-gov,330836,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
5091,5091,38,Private,172571,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,58,Poland,<=50K
3980,3980,55,unknown,106707,Assoc-acdm,12,Married-civ-spouse,unknown,Husband,Black,Male,20,United-States,>50K
5739,5739,46,Private,256522,1st-4th,2,Never-married,Machine-op-inspct,Own-child,White,Male,40,Puerto-Rico,<=50K
26972,26972,51,Self-emp-not-inc,20795,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
17557,17557,44,Private,205051,10th,6,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
21336,21336,27,Private,208249,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,62,United-States,<=50K
22070,22070,28,Private,595088,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,63,United-States,<=50K
10903,10903,32,Self-emp-inc,78530,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
27155,27155,51,Self-emp-not-inc,353281,HS-grad,9,Separated,Other-service,Unmarried,White,Female,20,United-States,<=50K
14286,14286,40,Private,308027,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,40,United-States,<=50K
13349,13349,19,Private,212468,Some-college,10,Never-married,Other-service,Own-child,White,Female,15,United-States,<=50K
28145,28145,39,Self-emp-not-inc,188335,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K
13749,13749,42,Private,107276,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K
18452,18452,44,Self-emp-inc,116358,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,50,unknown,>50K
28936,28936,35,Private,101509,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
27769,27769,41,Private,407425,12th,8,Divorced,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,<=50K
26284,26284,50,Self-emp-not-inc,167728,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K
30616,30616,32,Private,218322,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
5676,5676,49,Private,178749,Masters,14,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
30722,30722,21,Private,187088,Some-college,10,Never-married,Adm-clerical,Own-child,Other,Female,20,Cuba,<=50K
2074,2074,36,Local-gov,126569,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K
12109,12109,67,Private,95113,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,37,United-States,>50K
6540,6540,17,unknown,454614,11th,7,Never-married,unknown,Own-child,White,Female,8,United-States,<=50K
11537,11537,42,Private,66460,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,45,United-States,<=50K
25824,25824,53,Federal-gov,227836,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K
17916,17916,48,Private,224870,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,Other,Female,38,Ecuador,<=50K
25426,25426,60,unknown,160155,Bachelors,13,Married-civ-spouse,unknown,Husband,White,Male,12,United-States,<=50K
1913,1913,39,Private,324420,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,45,Mexico,<=50K
15106,15106,44,Federal-gov,102238,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,<=50K
6607,6607,45,Private,127111,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K
12825,12825,29,Private,138332,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,Female,6,United-States,<=50K
14820,14820,29,Private,169544,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K
5582,5582,33,Private,123253,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K
18985,18985,55,Private,419732,Some-college,10,Divorced,Other-service,Unmarried,White,Female,38,United-States,<=50K
28641,28641,22,Private,178390,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K
31491,31491,57,Private,132704,Masters,14,Separated,Prof-specialty,Not-in-family,White,Male,32,United-States,>50K
10357,10357,41,Self-emp-not-inc,254818,Masters,14,Divorced,Handlers-cleaners,Unmarried,White,Male,40,Peru,<=50K
16729,16729,17,Private,187308,10th,6,Never-married,Other-service,Own-child,White,Female,15,United-States,<=50K
15887,15887,62,Federal-gov,125155,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,38,United-States,<=50K
30706,30706,21,unknown,107801,Some-college,10,Never-married,unknown,Own-child,White,Female,3,United-States,<=50K
2164,2164,47,unknown,331650,HS-grad,9,Married-civ-spouse,unknown,Wife,White,Female,8,United-States,>50K
12031,12031,65,Self-emp-not-inc,22907,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K
677,677,32,Private,226267,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Mexico,<=50K
21606,21606,21,Private,182614,Some-college,10,Never-married,Sales,Other-relative,White,Female,40,Poland,<=50K
19737,19737,41,Private,140886,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K
13049,13049,24,State-gov,163480,Masters,14,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
31232,31232,36,Private,143123,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
9240,9240,22,Private,151105,Some-college,10,Never-married,Sales,Other-relative,White,Female,18,United-States,<=50K
20379,20379,38,Self-emp-not-inc,29430,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male,40,United-States,<=50K
14560,14560,45,Private,201127,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
15824,15824,53,Private,290688,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,52,United-States,>50K
28182,28182,25,Private,231714,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
13600,13600,39,Private,403489,11th,7,Divorced,Transport-moving,Own-child,White,Male,40,United-States,<=50K
11100,11100,35,Private,92028,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
29844,29844,45,Private,266860,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
31781,31781,58,Private,252419,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K
28351,28351,64,Private,312498,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
22905,22905,24,Private,196943,HS-grad,9,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K
27223,27223,38,Private,125933,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,45,United-States,>50K
13661,13661,37,Private,365465,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,70,Philippines,<=50K
7535,7535,25,Private,104439,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,50,United-States,<=50K
3899,3899,20,Private,221095,HS-grad,9,Never-married,Craft-repair,Other-relative,Black,Male,40,United-States,<=50K
